If $\frac{1}{1^{2}} + \frac{1}{2^{2}} + \frac{1}{3^{2}}\cdots$= $\frac{\pi^{2}}{6}$ then $\frac{1}{1^{2}} + \frac{1}{3^{2}} + \frac{1}{5^{2}}\cdots$ is|the answer is $\frac{\pi^{2}}{8}$|medium|$\frac{\pi^{2}}{16}$|$\frac{\pi^{2}}{8}$|$\frac{\pi^{2}}{32}$|$\frac{\pi^{2}}{64}$|$\frac{\pi^{2}}{8}$
If $\frac{1}{1^{2}} + \frac{1}{2^{2}} + \frac{1}{3^{2}}\cdots$= $\frac{\pi^{2}}{6}$ then $\frac{1}{1^{2}} - \frac{1}{2^{2}} + \frac{1}{3^{2}} - \frac{1}{4^{2}}\cdots$ is|the answer is $\frac{\pi^{2}}{12}$|medium|$\frac{\pi^{2}}{16}$|$\frac{\pi^{2}}{12}$|$\frac{\pi^{2}}{32}$|$\frac{\pi^{2}}{64}$|$\frac{\pi^{2}}{12}$
If $H_{n}$= $1 + \frac{1}{2} + \frac{1}{3} +\cdots + \frac{1}{n}$ then $H_{n}$ can also be written as|the answer is $n - \left(\frac{1}{2} + \frac{2}{3} + \frac{3}{4} + \frac{n - 1}{n}\right)$|medium|$n - \left(\frac{1}{2} + \frac{2}{3} + \frac{3}{4} + \frac{n - 1}{n}\right)$|$n + \left(\frac{1}{2} + \frac{2}{3} + \frC{3}{4} + \frac{n - 1}{n}\right)$|$n - \left(\frac{1}{2} - \frac{2}{3} + \frac{3}{4} - \frac{n - 1}{n}\right)$|$n + \left(\frac{1}{2} - \frac{2}{3} + \frC{3}{4} - \frac{n - 1}{n}\right)$|$n - \left(\frac{1}{2} + \frac{2}{3} + \frC{3}{4} + \frac{n - 1}{n}\right)$
If $\gamma= \frac{1}{x - 1} - \frac{1}{1 + x} - \frac{2}{1 + x^{2}} - \frac{4}{1 + x^{4}} + \cdots - \frac{2^{n}}{1 + x^{2^{n}}}$ then|$\gamma$= $\frac{2^{n + 1}}{x^{2^{n + 1}} - 1}$|medium|$\gamma$= $\frac{2^{n + 1}}{x^{2^{n + 1}} - 1}$|$\gamma$= $\frac{2^{n - 1}}{x^{2^{n + 1}} + 1}$|$\gamma$= $\frac{2^{n - 1}}{x^{2^{n + 1}} - 1}$|$\gamma$= $\frac{2^{n + 1}}{x^{2^{n + 1}} - 1}$|$\gamma$= $\frac{2^{n + 1}}{x^{2^{n + 1}} - 1}$
$(1 + 3^{-1})(1 + 3^{-2})(1 + 3^{-4})(1 + 3^{-8})\cdots (1 + 3^{-2^{n}})$ is equal to|the answer is $\frac{3}{2}(1 - 3^{-2^{n + 1}})$|medium|$\frac{3}{2}(1 + 3^{-2^{n + 1}})$|$\frac{3}{2}(1 - 3^{-2^{n + 1}})$|$\frac{3}{2}(1 - 3^{2^{n + 1}})$|none of these|$\frac{3}{2}(1 - 3^{-2^{n + 1}})$
If a, b, c $\gt 0$ then|the answer is  $(a + b)(b + c)(c + a)\geq 8abc$|medium| $(a + b)(b + c)(c + a) gt 8abc$| $(a + b)(b + c)(c + a)\geq 8abc$| $(a + b)(b + c)(c + a) \lt 8abc$| $(a + b)(b + c)(c + a) \leq 8abc$| $(a + b)(b + c)(c + a)\geq 8abc$
If x + y + z= a then|the answer is $\frac{1}{x} + \frac{1}{y} + \frac{1}{z} \geq \frac{9}{a}$|medium|$\frac{1}{x} + \frac{1}{y} + \frac{1}{z} \geq \frac{9}{a}$|$\frac{1}{x} + \frac{1}{y} + \frac{1}{z} \gt \frac{9}{a}$|$\frac{1}{x} + \frac{1}{y} + \frac{1}{z} \leq \frac{9}{a}$|$\frac{1}{x} + \frac{1}{y} + \frac{1}{z} \lt \frac{9}{a}$|$\frac{1}{x} + \frac{1}{y} + \frac{1}{z} \geq \frac{9}{a}$
If n is a positive integer then|the answer is $n^{n}\gt 1\cdot 3\cdot 5\cdots (2n - 1)$|medium|$n^{n}\gt 1\cdot 3\cdot 5\cdots (2n - 1)$|$n^{n}\geq 1\cdot 3\cdot 5\cdots (2n - 1)$|$n^{n}\lt 1\cdot 3\cdot 5\cdots (2n - 1)$|$n^{n}\leq 1\cdot 3\cdot 5\cdots (2n - 1)$|$n^{n}\gt 1\cdot 3\cdot 5\cdots (2n - 1)$
Find the greatest value of $(7 - x)^{4}(2 + x)^{5}$ if $-2\lt x\lt 7$|the answer is $4^{4}\cdot 5^{5}$|medium|$4^{4}\cdot 5^{5}$|$4^{5}\cdot 5^{4}$|$4^{3}\cdot 5^{4}$|$4\cdot 5$|$4^{4}\cdot 5^{5}$
If $x,y\gt 0$ find the least value of 3x + 4y, when $x^{2)y^{3}= 6$|the answer is 10|medium|10|9|6|5|10
If a, b, c $\gt 0$ then|the answer is $\frac{bc}{b + c} + \frac{ca}{c + a} + \frac{ab}{a + b} \leq \frac{a + b + c}{2}$ or $\frac{b + c}{a} + \frac{c + a}{b} + \frac{a + b}{c} \geq 6$|medium|$\frac{bc}{b + c} + \frac{ca}{c + a} + \frac{ab}{a + b} \leq \frac{a + b + c}{2}$|$\frac{b + c}{a} + \frac{c + a}{b} + \frac{a + b}{c} \geq 6$|$\frac{bc}{b + c} + \frac{ca}{c + a} + \frac{ab}{a + b} \geq \frac{a + b + c}{2}$|$\frac{bc}{b + c} + \frac{ca}{c + a} + \frac{ab}{a + b} \gt \frac{a + b + c}{2}$|$\frac{bc}{b + c} + \frac{ca}{c + a} + \frac{ab}{a + b} \leq \frac{a + b + c}{2}$|$\frac{b + c}{a} + \frac{c + a}{b} + \frac{a + b}{c} \geq 6$
If $x_{i}\gt 0$ where $i= 1, 2, 3\cdots$ then|the answer is $(x_{1} + x_{2} + x_{3}\cdots)(\frac{1}{x_{1}} + \frac{1}{x_{2}} + \frac{1}{x_{3}}\cdots)\geq n^{2}$|medium|$(x_{1} + x_{2} + x_{3}\cdots)(\frac{1}{x_{1}} + \frac{1}{x_{2}} + \frac{1}{x_{3}}\cdots)\geq n^{2}$|$(x_{1} + x_{2} + x_{3}\cdots)(\frac{1}{x_{1}} + \frac{1}{x_{2}} + \frac{1}{x_{3}}\cdots)\gt n^{2}$|$(x_{1} + x_{2} + x_{3}\cdots)(\frac{1}{x_{1}} + \frac{1}{x_{2}} + \frac{1}{x_{3}}\cdots)\leq n^{2}$|$(x_{1} + x_{2} + x_{3}\cdots)(\frac{1}{x_{1}} + \frac{1}{x_{2}} + \frac{1}{x_{3}}\cdots)\lt n^{2}$|$(x_{1} + x_{2} + x_{3}\cdots)(\frac{1}{x_{1}} + \frac{1}{x_{2}} + \frac{1}{x_{3}}\cdots)\geq n^{2}$
If x, y are positive real numbers and m and n are any positive integers then|the answer is $\frac{x^{n}y^{m}}{(1 + x^{2n})(1 + y^{2m})}\leq \frac{1}{4}$|medium|$\frac{x^{n}y^{m}}{(1 + x^{2n})(1 + y^{2m})}\lt \frac{1}{4}$|$\frac{x^{n}y^{m}}{(1 + x^{2n})(1 + y^{2m})}\geq \frac{1}{4}$|$\frac{x^{n}y^{m}}{(1 + x^{2n})(1 + y^{2m})}\leq \frac{1}{4}$|$\frac{x^{n}y^{m}}{(1 + x^{2n})(1 + y^{2m})}\gt \frac{1}{4}$|$\frac{x^{n}y^{m}}{(1 + x^{2n})(1 + y^{2m})}\leq \frac{1}{4}$
If the aritmetic mean of $(b - c)^{2},(c - a)^{2},(a - b)^{2}$ and $(b + c - 2a)^{2},(c + a - 2b)^{2},(a + b - 2c)^{2}$ then|the answer is a= b= c|medium|$a= b\neq c$|$a= c\neq b$|$a= b= c$|none of these|a= b= c
